Thoth,Travelers Shoes,Oni Hunter's Garb,Shield of Regrowth,Shaman's Ring,Stone of Binding,Emperor's Armor
Hun Batz,Talaria Boots,The Executioner,Bulwark of Hope,Toxic Blade,Bulwark of Hope,Oni Hunter's Garb
Bacchus,Reinforced Shoes,Warlock's Staff,Heartward Amulet,Rod of Asclepius,Bumba's Mask,Stone of Fal
Thor,Ninja Tabi,Gauntlet of Thebes,Midgardian Mail,The Crusher,Hide of the Urchin,Hide of the Nemean Lion
Kumbhakarna,Travelers Shoes,Staff Of Myrddin,Shogun's Kusari,Stone of Binding,Pridwen,Gauntlet of Thebes
Camazotz,Talaria Boots,Contagion,Odysseus' Bow,Poisoned Star,Emperor's Armor,Void Shield
Tyr,Warrior Tabi,Ancile,Shield of Regrowth,Bulwark of Hope,Transcendence,Runic Shield
Fenrir,Warrior Tabi,Genji's Guard,Hide of the Nemean Lion,Berserker's Shield,Shogun's Kusari,Hide of the Urchin
Xbalanque,Warrior Tabi,Rage,Lono's Mask,Pestilence,Poisoned Star,Winged Blade
Anhur,Talaria Boots,Blackthorn Hammer,Relic Dagger,Brawler's Beat Stick,Contagion,Frostbound Hammer
Vulcan,Shoes of the Magi,Heartward Amulet,Staff Of Myrddin,Celestial Legion Helm,Lotus Crown,Soul Gem
Artemis,Talaria Boots,Brawler's Beat Stick,Magi's Cloak,Stone of Gaia,Mail of Renewal,Odysseus' Bow
Kumbhakarna,Travelers Shoes,Sovereignty,Bumba's Mask,Contagion,Mantle of Discord,Celestial Legion Helm
Bakasura,Warrior Tabi,Blackthorn Hammer,Magi's Cloak,Contagion,Golden Blade,Pestilence
Hachiman,Warrior Tabi,Talisman of Energy,The Executioner,Shogun's Kusari,Hydra's Lament,Gladiator's Shield
Sol,Shoes of Focus,Staff Of Myrddin,Sovereignty,Staff Of Myrddin,Soul Gem,Emperor's Armor
Ullr,Ninja Tabi,Bumba's Mask,Blackthorn Hammer,Transcendence,Hydra's Lament,Ichaival
Poseidon,Travelers Shoes,Void Stone,Bancroft's Talon,Pestilence,Polynomicon,Pridwen
Awilix,Ninja Tabi,Winged Blade,Lono's Mask,Emperor's Armor,Poisoned Star,Masamune
Anubis,Travelers Shoes,Spectral Armor,Demonic Grip,Spectral Armor,Soul Gem,Stone of Gaia
Cupid,Talaria Boots,Mystical Mail,Hydra's Lament,Frostbound Hammer,Hide of the Urchin,Magi's Cloak
Ravana,Ninja Tabi,Wind Demon,Shogun's Kusari,Qin's Sais,Stone Cutting Sword,Deathbringer
Fafnir,Shoes of the Magi,Stone of Binding,Shield of Regrowth,Stone of Gaia,Heartward Amulet,Gem of Isolation
Ravana,Talaria Boots,Emperor's Armor,Magi's Cloak,Shield of Regrowth,Arondight,Oni Hunter's Garb
Nike,Reinforced Greaves,Asi,Magi's Cloak,Malice,Hide of the Nemean Lion,Witchblade
Hel,Shoes of Focus,Pythagorem's Piece,Stone of Fal,Hide of the Nemean Lion,Magi's Cloak,Stone of Fal
Hercules,Talaria Boots,Pestilence,Golden Blade,Rangda's Mask,Winged Blade,Mantle of Discord
Camazotz,Reinforced Greaves,Gladiator's Shield,Qin's Sais,Brawler's Beat Stick,Asi,Asi
Tyr,Talaria Boots,Bumba's Mask,Spirit Robe,Atalanta's Bow,Deathbringer,Masamune
Geb,Reinforced Shoes,Midgardian Mail,Midgardian Mail,Rod of Asclepius,Warlock's Staff,Warlock's Staff
Odin,Ninja Tabi,Bumba's Mask,Hastened Katana,Poisoned Star,Mail of Renewal,Relic Dagger
Ares,Reinforced Shoes,Heartward Amulet,Spear of the Magus,Hide of the Nemean Lion,Doom Orb,Soul Gem
Ganesha,Travelers Shoes,Typhon's Fang,Hastened Ring,Mantle of Discord,Obsidian Shard,Shogun's Kusari
Anhur,Ninja Tabi,Runeforged Hammer,Oni Hunter's Garb,Winged Blade,Runic Shield,Ichaival
Cupid,Ninja Tabi,Odysseus' Bow,Poisoned Star,Midgardian Mail,Jotunn's Wrath,Void Shield
Artemis,Reinforced Greaves,The Executioner,Fail-not,Fail-not,Sovereignty,Jotunn's Wrath
Sobek,Travelers Shoes,Bulwark of Hope,Bancroft's Talon,Gem of Isolation,Shield of Regrowth,Emperor's Armor
Persephone,Reinforced Shoes,Demonic Grip,Bulwark of Hope,Ethereal Staff,Mantle of Discord,Soul Gem
Susano,Talaria Boots,Spectral Armor,Stone Cutting Sword,Frostbound Hammer,Golden Blade,Devourer's Gauntlet
Ullr,Reinforced Greaves,Bumba's Mask,Bulwark of Hope,Oni Hunter's Garb,Silverbranch Bow,Mantle of Discord
Hercules,Ninja Tabi,Ancile,Asi,Midgardian Mail,Mail of Renewal,Pestilence
Jing Wei,Reinforced Greaves,Mystical Mail,Mail of Renewal,Toxic Blade,Talisman of Energy,Contagion
Chronos,Travelers Shoes,Warlock's Staff,Soul Gem,Staff Of Myrddin,Toxic Blade,Pridwen
Hercules,Warrior Tabi,Frostbound Hammer,Silverbranch Bow,Pridwen,Odysseus' Bow,Genji's Guard
Rama,Ninja Tabi,Brawler's Beat Stick,Fail-not,Frostbound Hammer,Genji's Guard,Winged Blade
Bakasura,Talaria Boots,Qin's Sais,Transcendence,Gladiator's Shield,Emperor's Armor,Hide of the Nemean Lion
Achilles,Talaria Boots,Asi,Runeforged Hammer,Shield of Regrowth,Oni Hunter's Garb,Frostbound Hammer
Cu Chulainn,Talaria Boots,Stone of Gaia,Malice,Talisman of Energy,Genji's Guard,The Crusher
Jing Wei,Ninja Tabi,Fail-not,The Crusher,Berserker's Shield,Atalanta's Bow,Malice
Fenrir,Ninja Tabi,Jotunn's Wrath,Hide of the Urchin,The Executioner,Emperor's Armor,The Executioner
Nike,Warrior Tabi,Atalanta's Bow,Ancile,Devourer's Gauntlet,Gauntlet of Thebes,Relic Dagger
Terra,Reinforced Shoes,Pythagorem's Piece,Toxic Blade,Shaman's Ring,Midgardian Mail,Rod of Asclepius
Loki,Ninja Tabi,Ichaival,Oni Hunter's Garb,Spirit Robe,Transcendence,Mantle of Discord
Cupid,Reinforced Greaves,Runic Shield,Frostbound Hammer,Asi,Mail of Renewal,Gladiator's Shield
Nu Wa,Shoes of Focus,Stone of Gaia,Bulwark of Hope,Obsidian Shard,Shield of Regrowth,Spirit Robe
Rama,Reinforced Greaves,Lono's Mask,Atalanta's Bow,Titan's Bane,Heartward Amulet,Heartward Amulet
Sun Wukong,Reinforced Greaves,Sovereignty,Odysseus' Bow,Transcendence,Pestilence,Toxic Blade
Amaterasu,Reinforced Greaves,Genji's Guard,The Crusher,Gladiator's Shield,Stone Cutting Sword,Bulwark of Hope
Nu Wa,Travelers Shoes,Jade Emperor's Crown,Hide of the Nemean Lion,Soul Gem,Gauntlet of Thebes,Mantle of Discord
Chaac,Warrior Tabi,Malice,Deathbringer,Runic Shield,Golden Blade,Frostbound Hammer
Anhur,Talaria Boots,Brawler's Beat Stick,Transcendence,Runic Shield,Mantle of Discord,Spirit Robe
Anhur,Ninja Tabi,Wind Demon,Stone of Gaia,Poisoned Star,Oni Hunter's Garb,Silverbranch Bow
Kali,Ninja Tabi,Deathbringer,Pridwen,Genji's Guard,Rage,Golden Blade
Agni,Reinforced Shoes,Winged Blade,Stone of Binding,Mantle of Discord,Ethereal Staff,Book of the Dead
Olorun,Shoes of Focus,Genji's Guard,Stone of Gaia,Spectral Armor,Breastplate of Valor,Lotus Crown
Bastet,Warrior Tabi,Berserker's Shield,Golden Blade,Lono's Mask,Breastplate of Valor,Bulwark of Hope
Vamana,Talaria Boots,Devourer's Gauntlet,Gladiator's Shield,Masamune,Winged Blade,Titan's Bane
Sylvanus,Shoes of Focus,Telkhines Ring,Shield of Regrowth,Stone of Binding,Ethereal Staff,Obsidian Shard
Bacchus,Reinforced Shoes,Winged Blade,Ethereal Staff,Rod of Asclepius,Pridwen,Bulwark of Hope
Cabrakan,Travelers Shoes,Mantle of Discord,Contagion,Ethereal Staff,Doom Orb,Jade Emperor's Crown
King Arthur,Reinforced Greaves,Rage,Titan's Bane,Stone of Gaia,Arondight,Malice
Ymir,Travelers Shoes,Staff Of Myrddin,Toxic Blade,Pythagorem's Piece,Dynasty Plate Helm,Rod of Asclepius
Zhong Kui,Shoes of Focus,Rod of Asclepius,Witchblade,Midgardian Mail,Magi's Cloak,Ethereal Staff
Ah Muzen Cab,Ninja Tabi,Witchblade,Gladiator's Shield,Gauntlet of Thebes,Asi,Midgardian Mail
Cu Chulainn,Reinforced Greaves,Odysseus' Bow,Brawler's Beat Stick,Stone of Gaia,Stone of Gaia,Relic Dagger
Cerberus,Reinforced Shoes,Telkhines Ring,Breastplate of Valor,Spear of Desolation,Stone of Binding,Shield of Regrowth
Tyr,Warrior Tabi,Mail of Renewal,Ichaival,Jotunn's Wrath,Frostbound Hammer,Pestilence
Izanami,Warrior Tabi,Runic Shield,Poisoned Star,Toxic Blade,Brawler's Beat Stick,Toxic Blade
Achilles,Warrior Tabi,Golden Blade,Shogun's Kusari,Hydra's Lament,Winged Blade,Void Shield
Jormungandr,Shoes of Focus,Mantle of Discord,Telkhines Ring,Rangda's Mask,Ethereal Staff,Shogun's Kusari
Athena,Shoes of the Magi,Bancroft's Talon,Contagion,Pestilence,Rod of Asclepius,Shogun's Kusari
Fenrir,Warrior Tabi,Brawler's Beat Stick,Arondight,Rage,Talisman of Energy,Oni Hunter's Garb
Thor,Warrior Tabi,Ichaival,Ancile,Devourer's Gauntlet,Titan's Bane,Rage
Sun Wukong,Reinforced Greaves,Wind Demon,Hydra's Lament,Bulwark of Hope,Wind Demon,Brawler's Beat Stick
Set,Warrior Tabi,Spectral Armor,Rage,Runeforged Hammer,Mail of Renewal,Hastened Katana
Sobek,Reinforced Shoes,Ethereal Staff,Obsidian Shard,Spirit Robe,Soul Gem,Typhon's Fang
Ravana,Warrior Tabi,Spirit Robe,Malice,Devourer's Gauntlet,Rage,Ichaival
Pele,Ninja Tabi,Brawler's Beat Stick,The Crusher,Heartward Amulet,Heartward Amulet,Winged Blade
Vulcan,Reinforced Shoes,Staff Of Myrddin,Ethereal Staff,Typhon's Fang,Bancroft's Talon,Breastplate of Valor
Guan Yu,Ninja Tabi,Genji's Guard,Toxic Blade,Toxic Blade,Spectral Armor,Blackthorn Hammer
Ganesha,Reinforced Shoes,Doom Orb,Bulwark of Hope,Toxic Blade,Winged Blade,Spear of Desolation
Xbalanque,Talaria Boots,Frostbound Hammer,Void Shield,Fail-not,Stone of Gaia,The Crusher
Geb,Shoes of Focus,Oni Hunter's Garb,Sovereignty,Book of the Dead,Bumba's Mask,Gem of Isolation
Guan Yu,Ninja Tabi,Bulwark of Hope,Deathbringer,Shogun's Kusari,Spirit Robe,Runeforged Hammer
Discordia,Travelers Shoes,Bancroft's Talon,Contagion,Emperor's Armor,Mantle of Discord,Stone of Gaia
Chiron,Ninja Tabi,Mystical Mail,Toxic Blade,Asi,Runeforged Hammer,Bumba's Mask
Scylla,Reinforced Shoes,Pridwen,Telkhines Ring,Bumba's Mask,Obsidian Shard,Typhon's Fang
Hachiman,Reinforced Greaves,Ichaival,Hide of the Urchin,Silverbranch Bow,Hide of the Urchin,Spirit Robe
Horus,Ninja Tabi,Mantle of Discord,Runic Shield,Runeforged Hammer,Atalanta's Bow,Contagion
Hercules,Talaria Boots,Contagion,Jotunn's Wrath,Bulwark of Hope,Gladiator's Shield,Rage
Cernunnos,Ninja Tabi,Hide of the Nemean Lion,Rage,Stone of Gaia,Qin's Sais,Hide of the Urchin
Rama,Reinforced Greaves,Gladiator's Shield,Relic Dagger,Ichaival,Silverbranch Bow,Gladiator's Shield
Bacchus,Reinforced Shoes,Spear of Desolation,Midgardian Mail,Magi's Cloak,Talisman of Energy,Talisman of Energy
Sylvanus,Shoes of Focus,Breastplate of Valor,Ethereal Staff,Celestial Legion Helm,Heartward Amulet,Pestilence
Bakasura,Warrior Tabi,Stone of Gaia,Sovereignty,Shogun's Kusari,Rage,Mystical Mail
Sun Wukong,Talaria Boots,Spirit Robe,Wind Demon,Wind Demon,Runeforged Hammer,Malice
Da Ji,Talaria Boots,Spectral Armor,Blackthorn Hammer,Midgardian Mail,Stone Cutting Sword,Hide of the Nemean Lion
Geb,Shoes of the Magi,Pridwen,Contagion,Rod of Asclepius,Gauntlet of Thebes,Heartward Amulet
Terra,Shoes of Focus,Polynomicon,Polynomicon,Book of the Dead,Shield of Regrowth,Warlock's Staff
Ah Muzen Cab,Talaria Boots,Asi,Rage,Mantle of Discord,Poisoned Star,Gauntlet of Thebes
Anhur,Ninja Tabi,Wind Demon,Silverbranch Bow,Malice,Odysseus' Bow,Shield of Regrowth
Janus,Shoes of Focus,Bumba's Mask,Stone of Binding,Spear of Desolation,Pythagorem's Piece,Shaman's Ring
Cernunnos,Reinforced Greaves,Deathbringer,Ichaival,Asi,Hide of the Urchin,Relic Dagger
Ravana,Ninja Tabi,Devourer's Gauntlet,Oni Hunter's Garb,Runic Shield,Spectral Armor,Spirit Robe
Odin,Talaria Boots,Shield of Regrowth,Midgardian Mail,Rage,Arondight,Witchblade
Aphrodite,Travelers Shoes,Sovereignty,Talisman of Energy,Mantle of Discord,Mail of Renewal,Stone of Gaia
Hou Yi,Warrior Tabi,Genji's Guard,Shifter's Shield,Hide of the Nemean Lion,Sovereignty,Qin's Sais
Horus,Reinforced Greaves,Sovereignty,Heartward Amulet,Shield of Regrowth,Sovereignty,Oni Hunter's Garb
Athena,Travelers Shoes,Dynasty Plate Helm,Void Stone,Staff Of Myrddin,Doom Orb,Shaman's Ring
Cerberus,Shoes of the Magi,Mail of Renewal,Telkhines Ring,Dynasty Plate Helm,Spirit Robe,Gauntlet of Thebes
King Arthur,Reinforced Greaves,Runeforged Hammer,Void Shield,The Crusher,Toxic Blade,Pridwen
Bellona,Warrior Tabi,Bumba's Mask,Runeforged Hammer,Pestilence,Witchblade,Ichaival
Hercules,Reinforced Greaves,Berserker's Shield,Hastened Katana,Gauntlet of Thebes,Golden Blade,Wind Demon
Sylvanus,Travelers Shoes,Emperor's Armor,Spear of Desolation,Emperor's Armor,Pridwen,Heartward Amulet
Athena,Shoes of Focus,Bulwark of Hope,Soul Reaver,Genji's Guard,Soul Reaver,Stone of Binding
Apollo,Ninja Tabi,Shogun's Kusari,Hide of the Urchin,Jotunn's Wrath,Shield of Regrowth,Deathbringer
Nemesis,Talaria Boots,Void Shield,Winged Blade,Magi's Cloak,Spirit Robe,Brawler's Beat Stick
Jormungandr,Travelers Shoes,Rod of Asclepius,Polynomicon,Bancroft's Talon,Soul Gem,Stone of Fal
Horus,Talaria Boots,Transcendence,Talisman of Energy,Mystical Mail,The Crusher,Bumba's Mask
Aphrodite,Shoes of Focus,Demonic Grip,Demonic Grip,Bulwark of Hope,Contagion,Gauntlet of Thebes
Awilix,Warrior Tabi,Blackthorn Hammer,Atalanta's Bow,Transcendence,Arondight,Ancile
Achilles,Talaria Boots,Toxic Blade,Mantle of Discord,Arondight,Atalanta's Bow,Gauntlet of Thebes
Bastet,Warrior Tabi,Masamune,Mystical Mail,Poisoned Star,Frostbound Hammer,Ancile
Serqet,Talaria Boots,Atalanta's Bow,Midgardian Mail,Hide of the Nemean Lion,Ichaival,Gladiator's Shield
Ymir,Reinforced Shoes,Shaman's Ring,Bumba's Mask,Hide of the Urchin,Mystical Mail,Celestial Legion Helm
Susano,Talaria Boots,Mantle of Discord,Toxic Blade,Berserker's Shield,Runeforged Hammer,Brawler's Beat Stick
Artemis,Reinforced Greaves,Odysseus' Bow,Toxic Blade,Qin's Sais,Pestilence,Deathbringer
Ra,Shoes of Focus,Ethereal Staff,Winged Blade,Midgardian Mail,Hide of the Urchin,Hide of the Urchin
Thor,Warrior Tabi,Shifter's Shield,Spirit Robe,Mantle of Discord,Malice,The Executioner
Fenrir,Warrior Tabi,Genji's Guard,Breastplate of Valor,Stone Cutting Sword,Sovereignty,The Executioner
Scylla,Shoes of Focus,Emperor's Armor,Rod of Asclepius,Jade Emperor's Crown,Stone of Fal,Hastened Ring
Apollo,Ninja Tabi,Ancile,Devourer's Gauntlet,Malice,Deathbringer,Lono's Mask
Agni,Shoes of the Magi,Oni Hunter's Garb,Pythagorem's Piece,Heartward Amulet,Stone of Gaia,Relic Dagger
Serqet,Reinforced Greaves,Stone of Gaia,Pestilence,Pestilence,Mantle of Discord,Midgardian Mail
Ravana,Reinforced Greaves,Titan's Bane,Hydra's Lament,Berserker's Shield,Oni Hunter's Garb,Odysseus' Bow
Bellona,Ninja Tabi,Asi,Contagion,Golden Blade,Transcendence,Hide of the Urchin
Ah Puch,Reinforced Shoes,Hide of the Urchin,Hastened Ring,Bumba's Mask,Heartward Amulet,Book of the Dead
Horus,Reinforced Greaves,Brawler's Beat Stick,Spectral Armor,Bulwark of Hope,Rangda's Mask,Hide of the Nemean Lion
Izanami,Reinforced Greaves,Atalanta's Bow,Shogun's Kusari,Void Shield,Pridwen,Titan's Bane
King Arthur,Warrior Tabi,Gladiator's Shield,Genji's Guard,Devourer's Gauntlet,Rangda's Mask,Mystical Mail
Vamana,Reinforced Greaves,Breastplate of Valor,Titan's Bane,The Crusher,Golden Blade,Oni Hunter's Garb
Baron Samedi,Shoes of the Magi,Emperor's Armor,Bancroft's Talon,Stone of Binding,Rod of Asclepius,Pestilence
He Bo,Travelers Shoes,Pythagorem's Piece,Heartward Amulet,Staff Of Myrddin,Soul Reaver,Gauntlet of Thebes
Vamana,Talaria Boots,Frostbound Hammer,Sovereignty,Relic Dagger,Witchblade,Stone Cutting Sword
Chiron,Talaria Boots,Heartward Amulet,Deathbringer,Pestilence,Asi,Hide of the Urchin
Hera,Travelers Shoes,Oni Hunter's Garb,Typhon's Fang,Stone of Fal,Hastened Ring,Soul Gem
Cupid,Reinforced Greaves,Atalanta's Bow,Pestilence,Runeforged Hammer,Genji's Guard,Fail-not
Sol,Shoes of the Magi,Pestilence,Doom Orb,Void Stone,Oni Hunter's Garb,Lotus Crown
Xbalanque,Warrior Tabi,Malice,Spirit Robe,The Crusher,Talisman of Energy,Silverbranch Bow
Jing Wei,Reinforced Greaves,Sovereignty,Odysseus' Bow,Deathbringer,Gladiator's Shield,Sovereignty
Kumbhakarna,Shoes of the Magi,Void Stone,Book of the Dead,Toxic Blade,Telkhines Ring,Ethereal Staff
He Bo,Shoes of Focus,Winged Blade,Warlock's Staff,Relic Dagger,Stone of Gaia,Breastplate of Valor
Sun Wukong,Talaria Boots,Hastened Katana,Ancile,Gauntlet of Thebes,Poisoned Star,Pestilence
Ravana,Ninja Tabi,Contagion,Malice,Mail of Renewal,Magi's Cloak,Mail of Renewal
Erlang Shen,Ninja Tabi,Gladiator's Shield,Relic Dagger,Shield of Regrowth,Midgardian Mail,Blackthorn Hammer
Amaterasu,Ninja Tabi,Rage,Relic Dagger,Genji's Guard,Gladiator's Shield,Midgardian Mail
Chronos,Travelers Shoes,Book of the Dead,Pestilence,Genji's Guard,Lono's Mask,Spear of the Magus
Odin,Talaria Boots,Shifter's Shield,Berserker's Shield,Spectral Armor,Rage,Relic Dagger
Ne Zha,Talaria Boots,Berserker's Shield,The Crusher,Stone of Gaia,Spectral Armor,Bulwark of Hope
Osiris,Reinforced Greaves,Mail of Renewal,Gladiator's Shield,Relic Dagger,Rangda's Mask,Mail of Renewal
Ares,Shoes of the Magi,Lotus Crown,Polynomicon,Relic Dagger,Oni Hunter's Garb,Book of the Dead
Rama,Warrior Tabi,Sovereignty,Qin's Sais,Shifter's Shield,Spectral Armor,Spectral Armor
Horus,Talaria Boots,Hastened Katana,Hide of the Urchin,Shifter's Shield,Stone of Gaia,Runic Shield
Ne Zha,Ninja Tabi,Bumba's Mask,Witchblade,Poisoned Star,Runeforged Hammer,Spirit Robe
Arachne,Talaria Boots,Runeforged Hammer,Wind Demon,Frostbound Hammer,Mail of Renewal,Blackthorn Hammer
Bellona,Warrior Tabi,Gladiator's Shield,Ancile,Frostbound Hammer,Brawler's Beat Stick,The Executioner
Vamana,Warrior Tabi,Titan's Bane,Shield of Regrowth,Genji's Guard,Arondight,Hide of the Urchin
Erlang Shen,Ninja Tabi,Bumba's Mask,Emperor's Armor,Masamune,Contagion,Magi's Cloak
Sol,Reinforced Shoes,Shogun's Kusari,Demonic Grip,Emperor's Armor,Pythagorem's Piece,Spectral Armor
Bacchus,Shoes of Focus,Emperor's Armor,Hastened Ring,Stone of Fal,Genji's Guard,Emperor's Armor
Da Ji,Warrior Tabi,Emperor's Armor,Qin's Sais,Lono's Mask,Witchblade,Jotunn's Wrath
Ratatoskr,Acorn of Yggdrasil,Hastened Katana,Pestilence,Breastplate of Valor,Frostbound Hammer,Gauntlet of Thebes
Da Ji,Ninja Tabi,Genji's Guard,Spirit Robe,Mantle of Discord,Pestilence,Qin's Sais
Ao Kuang,Travelers Shoes,Heartward Amulet,Midgardian Mail,Doom Orb,Pestilence,Oni Hunter's Garb
Ullr,Talaria Boots,Wind Demon,Devourer's Gauntlet,Relic Dagger,Bulwark of Hope,Atalanta's Bow
Odin,Warrior Tabi,Pridwen,Brawler's Beat Stick,Arondight,Runic Shield,Brawler's Beat Stick
Osiris,Reinforced Greaves,Wind Demon,Deathbringer,Frostbound Hammer,Stone of Gaia,Pestilence
Artio,Shoes of Focus,Ethereal Staff,Pestilence,Mantle of Discord,Dynasty Plate Helm,Rod of Asclepius
Bellona,Warrior Tabi,Wind Demon,Toxic Blade,Void Shield,Stone Cutting Sword,Silverbranch Bow
Sun Wukong,Talaria Boots,Contagion,Magi's Cloak,Brawler's Beat Stick,Spirit Robe,Masamune
Persephone,Reinforced Shoes,Spirit Robe,Spirit Robe,Genji's Guard,Celestial Legion Helm,Lono's Mask
Terra,Shoes of Focus,Shaman's Ring,Bulwark of Hope,Spear of Desolation,Hastened Ring,Mystical Mail
Ao Kuang,Shoes of Focus,Spectral Armor,Hastened Ring,Jade Emperor's Crown,Breastplate of Valor,Warlock's Staff
Isis,Shoes of Focus,Pridwen,Mystical Mail,Heartward Amulet,Spirit Robe,Lono's Mask
Jormungandr,Reinforced Shoes,Shield of Regrowth,Doom Orb,Staff Of Myrddin,Book of Thoth,Talisman of Energy
Sun Wukong,Warrior Tabi,Bumba's Mask,Bulwark of Hope,Mail of Renewal,Runic Shield,Deathbringer
Sol,Shoes of Focus,Bancroft's Talon,Doom Orb,Polynomicon,Breastplate of Valor,Mail of Renewal
Vamana,Reinforced Greaves,Masamune,Bulwark of Hope,Magi's Cloak,Asi,Contagion
Apollo,Talaria Boots,Shogun's Kusari,Malice,Talisman of Energy,Ichaival,Malice
Chaac,Talaria Boots,Bulwark of Hope,Mystical Mail,Bumba's Mask,Transcendence,Talisman of Energy
Kuzenbo,Shoes of the Magi,Toxic Blade,Shogun's Kusari,Demonic Grip,Lotus Crown,Spectral Armor
Cernunnos,Talaria Boots,Midgardian Mail,Devourer's Gauntlet,Witchblade,Hydra's Lament,Gladiator's Shield
Hun Batz,Warrior Tabi,The Executioner,Oni Hunter's Garb,Contagion,Qin's Sais,Pridwen
Merlin,Travelers Shoes,Relic Dagger,Magi's Cloak,Stone of Binding,Oni Hunter's Garb,Relic Dagger
Terra,Reinforced Shoes,Magi's Cloak,Oni Hunter's Garb,Spectral Armor,Pythagorem's Piece,Celestial Legion Helm
Cernunnos,Reinforced Greaves,Ancile,Frostbound Hammer,Spirit Robe,The Crusher,Oni Hunter's Garb
Horus,Talaria Boots,Asi,Bumba's Mask,Hide of the Nemean Lion,Arondight,Berserker's Shield
Cabrakan,Shoes of Focus,Rangda's Mask,Dynasty Plate Helm,Hide of the Urchin,Typhon's Fang,Spectral Armor
Izanami,Ninja Tabi,Shifter's Shield,Oni Hunter's Garb,Malice,Deathbringer,Ancile
Terra,Reinforced Shoes,Gauntlet of Thebes,Magi's Cloak,Staff Of Myrddin,Hide of the Nemean Lion,Genji's Guard
Janus,Shoes of Focus,Heartward Amulet,Celestial Legion Helm,Toxic Blade,Mantle of Discord,Void Stone
Tyr,Reinforced Greaves,The Executioner,Contagion,Devourer's Gauntlet,Rangda's Mask,Shogun's Kusari
Discordia,Travelers Shoes,Mystical Mail,Relic Dagger,Mail of Renewal,Witchblade,Typhon's Fang
Da Ji,Reinforced Greaves,Brawler's Beat Stick,Ichaival,The Executioner,Silverbranch Bow,Gladiator's Shield
Amaterasu,Warrior Tabi,Odysseus' Bow,Shogun's Kusari,Shogun's Kusari,Deathbringer,Toxic Blade
Khepri,Shoes of the Magi,Breastplate of Valor,Midgardian Mail,Shield of Regrowth,Spectral Armor,Typhon's Fang
Nike,Ninja Tabi,Blackthorn Hammer,Mystical Mail,Spirit Robe,Arondight,Asi
Aphrodite,Shoes of the Magi,Pestilence,Witchblade,Pridwen,Book of the Dead,Doom Orb
Ymir,Travelers Shoes,Telkhines Ring,Mystical Mail,Soul Gem,Book of Thoth,Stone of Fal
King Arthur,Ninja Tabi,Transcendence,Golden Blade,Spirit Robe,Deathbringer,Witchblade
Ne Zha,Ninja Tabi,Jotunn's Wrath,Spectral Armor,Talisman of Energy,Masamune,The Executioner
Sun Wukong,Ninja Tabi,Blackthorn Hammer,Shifter's Shield,Atalanta's Bow,Talisman of Energy,Gauntlet of Thebes
Isis,Travelers Shoes,Ethereal Staff,Spear of Desolation,Stone of Binding,Dynasty Plate Helm,Winged Blade
Olorun,Shoes of Focus,Emperor's Armor,Spirit Robe,Spirit Robe,Toxic Blade,Doom Orb
Cabrakan,Travelers Shoes,Telkhines Ring,Staff Of Myrddin,Oni Hunter's Garb,Talisman of Energy,Demonic Grip
Achilles,Ninja Tabi,Transcendence,Toxic Blade,Runeforged Hammer,Arondight,Rangda's Mask
Merlin,Reinforced Shoes,Winged Blade,Stone of Binding,Mantle of Discord,Doom Orb,Polynomicon
Olorun,Shoes of Focus,Obsidian Shard,Doom Orb,Relic Dagger,Doom Orb,Stone of Fal
Hun Batz,Talaria Boots,Witchblade,Rage,Titan's Bane,Qin's Sais,Emperor's Armor
Da Ji,Reinforced Greaves,Mantle of Discord,Blackthorn Hammer,Breastplate of Valor,Silverbranch Bow,Shifter's Shield
Cernunnos,Ninja Tabi,Wind Demon,Fail-not,Atalanta's Bow,Asi,Shifter's Shield
Ymir,Shoes of the Magi,Genji's Guard,Stone of Binding,Lotus Crown,Spear of Desolation,Oni Hunter's Garb
Khepri,Shoes of the Magi,Ethereal Staff,Spear of the Magus,Jade Emperor's Crown,Telkhines Ring,Mail of Renewal
Geb,Shoes of the Magi,Gem of Isolation,Obsidian Shard,Celestial Legion Helm,Shield of Regrowth,Spirit Robe
Thanatos,Talaria Boots,Shogun's Kusari,Silverbranch Bow,Midgardian Mail,Gladiator's Shield,Midgardian Mail
Artio,Reinforced Shoes,Spear of the Magus,Relic Dagger,Hide of the Nemean Lion,Contagion,Mail of Renewal
Bacchus,Travelers Shoes,Shaman's Ring,Hide of the Urchin,Lotus Crown,Spear of Desolation,Gauntlet of Thebes
Hou Yi,Talaria Boots,Heartward Amulet,Titan's Bane,Shield of Regrowth,Mail of Renewal,Ichaival
Hercules,Ninja Tabi,Relic Dagger,Rangda's Mask,Berserker's Shield,Bulwark of Hope,Sovereignty
Olorun,Travelers Shoes,Pythagorem's Piece,Sovereignty,Oni Hunter's Garb,Mantle of Discord,Lono's Mask
Ah Puch,Travelers Shoes,Shield of Regrowth,Stone of Fal,Gauntlet of Thebes,Mystical Mail,Spectral Armor
Hachiman,Reinforced Greaves,Winged Blade,Frostbound Hammer,Void Shield,Gauntlet of Thebes,Talisman of Energy
Merlin,Shoes of the Magi,Warlock's Staff,Ethereal Staff,Rod of Asclepius,Lotus Crown,Breastplate of Valor
Bacchus,Reinforced Shoes,Obsidian Shard,Oni Hunter's Garb,Shogun's Kusari,Hide of the Nemean Lion,Ethereal Staff
Ares,Shoes of Focus,Warlock's Staff,Book of Thoth,Pestilence,Pythagorem's Piece,Stone of Binding
